method,granularity,TEST_PROP_COVERED,TEST_PROP_EXPLAINED,TEST_TIME,TEST_ED1_CONCISENESS,TEST_ED1_NORM_CONSISTENCY,TEST_ED1_PRECISION,TEST_ED1_RECALL,TEST_ED1_F1_SCORE
exstream_1.64,global,1.0,1.0,0.010811699761284722,3.6666666666666665,1.2677669066916595,0.7083894922491413,0.5484537376204044,0.5970409845903835
